date,demand,sales,transactions,year,month,quarter,day_of_week,day,week_of_year,is_weekend,lag_1,lag_7,lag_14,lag_30,rolling_7,rolling_14,rolling_30
2023-01-22,9963,6303121.34,2778,2023,1,1,6,22,3,1,10255.0,9955.0,9972.0,16315.0,10146.42857142857,10208.42857142857,11914.866666666667
2023-01-23,10533,6497302.24,2842,2023,1,1,0,23,4,0,9963.0,10360.0,10358.0,15810.0,10147.57142857143,10207.785714285714,11703.133333333333
2023-01-24,9917,6166073.13,2767,2023,1,1,1,24,4,0,10533.0,10029.0,10077.0,15329.0,10172.285714285714,10220.285714285714,11527.233333333334
2023-01-25,10541,6475796.0,2890,2023,1,1,2,25,4,0,9917.0,10177.0,10219.0,15777.0,10156.285714285714,10208.857142857143,11346.833333333334
2023-01-26,10564,6599683.0,2914,2023,1,1,3,26,4,0,10541.0,9831.0,10124.0,15419.0,10208.285714285714,10231.857142857143,11172.3
2023-01-27,10321,6440879.03,2776,2023,1,1,4,27,4,0,10564.0,10418.0,10400.0,16164.0,10313.0,10263.285714285714,11010.466666666667
2023-01-28,10431,6369854.94,2835,2023,1,1,5,28,4,1,10321.0,10255.0,10743.0,16337.0,10299.142857142857,10257.642857142857,10815.7
2023-01-29,9732,6007736.28,2754,2023,1,1,6,29,4,1,10431.0,9963.0,9955.0,15680.0,10324.285714285714,10235.357142857143,10618.833333333334
2023-01-30,9884,6091414.51,2765,2023,1,1,0,30,5,0,9732.0,10533.0,10360.0,15745.0,10291.285714285714,10219.42857142857,10420.566666666668
2023-01-31,10184,6349158.34,2837,2023,1,1,1,31,5,0,9884.0,9917.0,10029.0,10270.0,10198.57142857143,10185.42857142857,10225.2
2023-02-01,11063,6961572.98,2981,2023,2,1,2,1,5,0,10184.0,10541.0,10177.0,10181.0,10236.714285714286,10196.5,10222.333333333334
2023-02-02,11046,6821971.39,2980,2023,2,1,3,2,5,0,11063.0,10564.0,9831.0,10427.0,10311.285714285714,10259.785714285714,10251.733333333334
2023-02-03,10638,6539087.7299999995,2898,2023,2,1,4,3,5,0,11046.0,10321.0,10418.0,10397.0,10380.142857142857,10346.57142857143,10272.366666666667
2023-02-04,10584,6613367.36,2868,2023,2,1,5,4,5,1,10638.0,10431.0,10255.0,10402.0,10425.42857142857,10362.285714285714,10280.4
2023-02-05,11013,6741776.6,3048,2023,2,1,6,5,5,1,10584.0,9732.0,9963.0,10056.0,10447.285714285714,10385.785714285714,10286.466666666667
2023-02-06,10468,6322752.92,2881,2023,2,1,0,6,6,0,11013.0,9884.0,10533.0,10219.0,10630.285714285714,10460.785714285714,10318.366666666667
2023-02-07,10836,6657538.05,2993,2023,2,1,1,7,6,0,10468.0,10184.0,9917.0,9972.0,10713.714285714286,10456.142857142857,10326.666666666666
2023-02-08,10772,6777963.55,2952,2023,2,1,2,8,6,0,10836.0,11063.0,10541.0,10358.0,10806.857142857143,10521.785714285714,10355.466666666667
2023-02-09,10584,6548430.42,2914,2023,2,1,3,9,6,0,10772.0,11046.0,10564.0,10077.0,10765.285714285714,10538.285714285714,10369.266666666666
2023-02-10,10394,6390600.21,2890,2023,2,1,4,10,6,0,10584.0,10638.0,10321.0,10219.0,10699.285714285714,10539.714285714286,10386.166666666666
2023-02-11,10571,6479864.2,2960,2023,2,1,5,11,6,1,10394.0,10584.0,10431.0,10124.0,10664.42857142857,10544.92857142857,10392.0
2023-02-12,10685,6681306.46,2930,2023,2,1,6,12,6,1,10571.0,11013.0,9732.0,10400.0,10662.57142857143,10554.92857142857,10406.9
2023-02-13,10788,6723976.36,2984,2023,2,1,0,13,7,0,10685.0,10468.0,9884.0,10743.0,10615.714285714286,10623.0,10416.4
2023-02-14,10734,6708875.04,2948,2023,2,1,1,14,7,0,10788.0,10836.0,10184.0,9955.0,10661.42857142857,10687.57142857143,10417.9
2023-02-15,10332,6308982.96,2923,2023,2,1,2,15,7,0,10734.0,10772.0,11063.0,10360.0,10646.857142857143,10726.857142857143,10443.866666666667
2023-02-16,10447,6558979.8,2952,2023,2,1,3,16,7,0,10332.0,10584.0,11046.0,10029.0,10584.0,10674.642857142857,10442.933333333332
2023-02-17,10834,6773878.75,2990,2023,2,1,4,17,7,0,10447.0,10394.0,10638.0,10177.0,10564.42857142857,10631.857142857143,10456.866666666667
2023-02-18,10464,6554237.76,2905,2023,2,1,5,18,7,1,10834.0,10571.0,10584.0,9831.0,10627.285714285714,10645.857142857143,10478.766666666666
2023-02-19,10384,6208948.78,2882,2023,2,1,6,19,7,1,10464.0,10685.0,11013.0,10418.0,10612.0,10637.285714285714,10499.866666666667
2023-02-20,10407,6556834.47,2891,2023,2,1,0,20,8,0,10384.0,10788.0,10468.0,10255.0,10569.0,10592.357142857143,10498.733333333334
2023-02-21,10549,6537302.47,2937,2023,2,1,1,21,8,0,10407.0,10734.0,10836.0,9963.0,10514.57142857143,10588.0,10503.8
2023-02-22,11157,7005901.93,3029,2023,2,1,2,22,8,0,10549.0,10332.0,10772.0,10533.0,10488.142857142857,10567.5,10523.333333333334
2023-02-23,10476,6560901.51,2908,2023,2,1,3,23,8,0,11157.0,10447.0,10584.0,9917.0,10606.0,10595.0,10544.133333333333
2023-02-24,10413,6305025.29,2930,2023,2,1,4,24,8,0,10476.0,10834.0,10394.0,10541.0,10610.142857142857,10587.285714285714,10562.766666666666
2023-02-25,10513,6319103.05,2878,2023,2,1,5,25,8,1,10413.0,10464.0,10571.0,10564.0,10550.0,10588.642857142857,10558.5
2023-02-26,10279,6342032.31,2841,2023,2,1,6,26,8,1,10513.0,10384.0,10685.0,10321.0,10557.0,10584.5,10556.8
2023-02-27,10828,6527886.01,2902,2023,2,1,0,27,9,0,10279.0,10407.0,10788.0,10431.0,10542.0,10555.5,10555.4
2023-02-28,10349,6331231.4,2902,2023,2,1,1,28,9,0,10828.0,10549.0,10734.0,9732.0,10602.142857142857,10558.357142857143,10568.633333333333
2023-03-01,11390,6851306.18,3144,2023,3,1,2,1,9,0,10349.0,11157.0,10332.0,9884.0,10573.57142857143,10530.857142857143,10589.2
2023-03-02,11288,7028753.17,3118,2023,3,1,3,2,9,0,11390.0,10476.0,10447.0,10184.0,10606.857142857143,10606.42857142857,10639.4
2023-03-03,11441,7057716.96,3226,2023,3,1,4,3,9,0,11288.0,10413.0,10834.0,11063.0,10722.857142857143,10666.5,10676.2
2023-03-04,11124,6828675.77,3062,2023,3,1,5,4,9,1,11441.0,10513.0,10464.0,11046.0,10869.714285714286,10709.857142857143,10688.8
2023-03-05,11285,6830731.17,3117,2023,3,1,6,5,9,1,11124.0,10279.0,10384.0,10638.0,10957.0,10757.0,10691.4
2023-03-06,11151,6982805.76,3082,2023,3,1,0,6,10,0,11285.0,10828.0,10407.0,10584.0,11100.714285714286,10821.357142857143,10712.966666666667
2023-03-07,11501,6862463.25,3171,2023,3,1,1,7,10,0,11151.0,10349.0,10549.0,11013.0,11146.857142857143,10874.5,10731.866666666667
2023-03-08,11043,6285051.41,3055,2023,3,1,2,8,10,0,11501.0,11390.0,11157.0,10468.0,11311.42857142857,10942.5,10748.133333333333
2023-03-09,11510,6404836.21,3156,2023,3,1,3,9,10,0,11043.0,11288.0,10476.0,10836.0,11261.857142857143,10934.357142857143,10767.3
2023-03-10,11173,6257574.93,3087,2023,3,1,4,10,10,0,11510.0,11441.0,10413.0,10772.0,11293.57142857143,11008.214285714286,10789.766666666666
2023-03-11,11673,6648966.91,3225,2023,3,1,5,11,10,1,11173.0,11124.0,10513.0,10584.0,11255.285714285714,11062.5,10803.133333333333
2023-03-12,11574,6375632.33,3148,2023,3,1,6,12,10,1,11673.0,11285.0,10279.0,10394.0,11333.714285714286,11145.357142857143,10839.433333333332
2023-03-13,11589,6077414.0,3176,2023,3,1,0,13,11,0,11574.0,11151.0,10828.0,10571.0,11375.0,11237.857142857143,10878.766666666666
2023-03-14,11669,6234768.42,3223,2023,3,1,1,14,11,0,11589.0,11501.0,10349.0,10685.0,11437.57142857143,11292.214285714286,10912.7
2023-03-15,11308,5965725.0,3094,2023,3,1,2,15,11,0,11669.0,11043.0,11390.0,10788.0,11461.57142857143,11386.5,10945.5
2023-03-16,11423,5937598.82,3118,2023,3,1,3,16,11,0,11308.0,11510.0,11288.0,10734.0,11499.42857142857,11380.642857142857,10962.833333333334
2023-03-17,11338,5982630.35,3159,2023,3,1,4,17,11,0,11423.0,11173.0,11441.0,10332.0,11487.0,11390.285714285714,10985.8
2023-03-18,11530,6065515.13,3132,2023,3,1,5,18,11,1,11338.0,11673.0,11124.0,10447.0,11510.57142857143,11382.92857142857,11019.333333333334
2023-03-19,10994,5741428.53,3043,2023,3,1,6,19,11,1,11530.0,11574.0,11285.0,10834.0,11490.142857142857,11411.92857142857,11055.433333333332
2023-03-20,11638,6271418.07,3205,2023,3,1,0,20,12,0,10994.0,11589.0,11151.0,10464.0,11407.285714285714,11391.142857142857,11060.766666666666
2023-03-21,11342,6007376.31,3073,2023,3,1,1,21,12,0,11638.0,11669.0,11501.0,10384.0,11414.285714285714,11425.92857142857,11099.9
2023-03-22,11339,6212096.7,3088,2023,3,1,2,22,12,0,11342.0,11308.0,11043.0,10407.0,11367.57142857143,11414.57142857143,11131.833333333334
2023-03-23,11251,6373813.17,3167,2023,3,1,3,23,12,0,11339.0,11423.0,11510.0,10549.0,11372.0,11435.714285714286,11162.9
2023-03-24,11807,6662421.76,3184,2023,3,1,4,24,12,0,11251.0,11338.0,11173.0,11157.0,11347.42857142857,11417.214285714286,11186.3
2023-03-25,11248,6336851.03,3129,2023,3,1,5,25,12,1,11807.0,11530.0,11673.0,10476.0,11414.42857142857,11462.5,11207.966666666667
2023-03-26,11413,6263564.25,3137,2023,3,1,6,26,12,1,11248.0,10994.0,11574.0,10413.0,11374.142857142857,11432.142857142857,11233.7
2023-03-27,11009,6138718.43,3067,2023,3,1,0,27,13,0,11413.0,11638.0,11589.0,10513.0,11434.0,11420.642857142857,11267.033333333333
2023-03-28,11310,6387171.39,3137,2023,3,1,1,28,13,0,11009.0,11342.0,11669.0,10279.0,11344.142857142857,11379.214285714286,11283.566666666668
2023-03-29,11123,6198273.66,3161,2023,3,1,2,29,13,0,11310.0,11339.0,11308.0,10828.0,11339.57142857143,11353.57142857143,11317.933333333332
2023-03-30,11333,6334692.3,3112,2023,3,1,3,30,13,0,11123.0,11251.0,11423.0,10349.0,11308.714285714286,11340.357142857143,11327.766666666666
2023-03-31,11063,6629277.32,3090,2023,3,1,4,31,13,0,11333.0,11807.0,11338.0,11390.0,11320.42857142857,11333.92857142857,11360.566666666668
2023-04-01,11988,7119512.85,3288,2023,4,2,5,1,13,1,11063.0,11248.0,11530.0,11288.0,11214.142857142857,11314.285714285714,11349.666666666666
2023-04-02,11398,6874444.63,3181,2023,4,2,6,2,13,1,11988.0,11413.0,10994.0,11441.0,11319.857142857143,11347.0,11373.0
2023-04-03,11540,6764630.32,3225,2023,4,2,0,3,14,0,11398.0,11009.0,11638.0,11124.0,11317.714285714286,11375.857142857143,11371.566666666668
2023-04-04,11674,6981026.1,3232,2023,4,2,1,4,14,0,11540.0,11310.0,11342.0,11285.0,11393.57142857143,11368.857142857143,11385.433333333332
2023-04-05,11055,6296022.18,3114,2023,4,2,2,5,14,0,11674.0,11123.0,11339.0,11151.0,11445.57142857143,11392.57142857143,11398.4
2023-04-06,11998,6932418.87,3314,2023,4,2,3,6,14,0,11055.0,11333.0,11251.0,11501.0,11435.857142857143,11372.285714285714,11395.2
2023-04-07,11560,6881574.52,3161,2023,4,2,4,7,14,0,11998.0,11063.0,11807.0,11043.0,11530.857142857143,11425.642857142857,11411.766666666666
2023-04-08,11746,6933440.2,3192,2023,4,2,5,8,14,1,11560.0,11988.0,11248.0,11510.0,11601.857142857143,11408.0,11429.0
2023-04-09,11507,5463750.61,3217,2023,4,2,6,9,14,1,11746.0,11398.0,11413.0,11173.0,11567.285714285714,11443.57142857143,11436.866666666667
2023-04-10,11515,5474648.7,3196,2023,4,2,0,10,15,0,11507.0,11540.0,11009.0,11673.0,11582.857142857143,11450.285714285714,11448.0
2023-04-11,11531,5602448.33,3175,2023,4,2,1,11,15,0,11515.0,11674.0,11310.0,11574.0,11579.285714285714,11486.42857142857,11442.733333333334
2023-04-12,11791,5487780.55,3270,2023,4,2,2,12,15,0,11531.0,11055.0,11123.0,11589.0,11558.857142857143,11502.214285714286,11441.3
2023-04-13,12024,5805042.26,3278,2023,4,2,3,13,15,0,11791.0,11998.0,11333.0,11669.0,11664.0,11549.92857142857,11448.033333333333
2023-04-14,11665,5555128.95,3168,2023,4,2,4,14,15,0,12024.0,11560.0,11063.0,11308.0,11667.714285714286,11599.285714285714,11459.866666666667
2023-04-15,11980,5760905.83,3266,2023,4,2,5,15,15,1,11665.0,11746.0,11988.0,11423.0,11682.714285714286,11642.285714285714,11471.766666666666
2023-04-16,11795,5831778.53,3207,2023,4,2,6,16,15,1,11980.0,11507.0,11398.0,11338.0,11716.142857142857,11641.714285714286,11490.333333333334
2023-04-17,11891,5759269.97,3246,2023,4,2,0,17,16,0,11795.0,11515.0,11540.0,11530.0,11757.285714285714,11670.07142857143,11505.566666666668
2023-04-18,11596,5561027.29,3233,2023,4,2,1,18,16,0,11891.0,11531.0,11674.0,10994.0,11811.0,11695.142857142857,11517.6
2023-04-19,12077,7649919.43,3336,2023,4,2,2,19,16,0,11596.0,11791.0,11055.0,11638.0,11820.285714285714,11689.57142857143,11537.666666666666
2023-04-20,12459,7874654.8,3344,2023,4,2,3,20,16,0,12077.0,12024.0,11998.0,11342.0,11861.142857142857,11762.57142857143,11552.3
2023-04-21,11554,6963916.33,3283,2023,4,2,4,21,16,0,12459.0,11665.0,11560.0,11339.0,11923.285714285714,11795.5,11589.533333333333
2023-04-22,11845,7500740.36,3311,2023,4,2,5,22,16,1,11554.0,11980.0,11746.0,11251.0,11907.42857142857,11795.07142857143,11596.7
2023-04-23,11704,7243939.62,3229,2023,4,2,6,23,16,1,11845.0,11795.0,11507.0,11807.0,11888.142857142857,11802.142857142857,11616.5
2023-04-24,11456,7020862.49,3172,2023,4,2,0,24,17,0,11704.0,11891.0,11515.0,11248.0,11875.142857142857,11816.214285714286,11613.066666666668
2023-04-25,11302,7224827.45,3124,2023,4,2,1,25,17,0,11456.0,11596.0,11531.0,11413.0,11813.0,11812.0,11620.0
2023-04-26,11648,7212170.33,3264,2023,4,2,2,26,17,0,11302.0,12077.0,11791.0,11009.0,11771.0,11795.642857142857,11616.3
2023-04-27,11803,7328773.46,3257,2023,4,2,3,27,17,0,11648.0,12459.0,12024.0,11310.0,11709.714285714286,11785.42857142857,11637.6
2023-04-28,11834,7343155.08,3220,2023,4,2,4,28,17,0,11803.0,11554.0,11665.0,11123.0,11616.0,11769.642857142857,11654.033333333333
2023-04-29,11647,7353084.89,3189,2023,4,2,5,29,17,1,11834.0,11845.0,11980.0,11333.0,11656.0,11781.714285714286,11677.733333333334
2023-04-30,11557,7278176.32,3180,2023,4,2,6,30,17,1,11647.0,11704.0,11795.0,11063.0,11627.714285714286,11757.92857142857,11688.2
2023-05-01,11820,7376416.96,3252,2023,5,2,0,1,18,0,11557.0,11456.0,11891.0,11988.0,11606.714285714286,11740.92857142857,11704.666666666666
2023-05-02,12115,7433720.29,3294,2023,5,2,1,2,18,0,11820.0,11302.0,11596.0,11398.0,11658.714285714286,11735.857142857143,11699.066666666668
2023-05-03,12343,7591619.34,3350,2023,5,2,2,3,18,0,12115.0,11648.0,12077.0,11540.0,11774.857142857143,11772.92857142857,11722.966666666667
2023-05-04,11788,7533360.2,3229,2023,5,2,3,4,18,0,12343.0,11803.0,12459.0,11674.0,11874.142857142857,11791.92857142857,11749.733333333334
2023-05-05,12398,7823686.62,3327,2023,5,2,4,5,18,0,11788.0,11834.0,11554.0,11055.0,11872.0,11744.0,11753.533333333333
2023-05-06,11888,7567688.11,3286,2023,5,2,5,6,18,1,12398.0,11647.0,11845.0,11998.0,11952.57142857143,11804.285714285714,11798.3
2023-05-07,12399,7713187.68,3457,2023,5,2,6,7,18,1,11888.0,11557.0,11704.0,11560.0,11987.0,11807.357142857143,11794.633333333333
2023-05-08,12018,7437204.91,3295,2023,5,2,0,8,19,0,12399.0,11820.0,11456.0,11746.0,12107.285714285714,11857.0,11822.6
2023-05-09,12424,7591657.76,3390,2023,5,2,1,9,19,0,12018.0,12115.0,11302.0,11507.0,12135.57142857143,11897.142857142857,11831.666666666666
2023-05-10,11976,7478522.55,3322,2023,5,2,2,10,19,0,12424.0,12343.0,11648.0,11515.0,12179.714285714286,11977.285714285714,11862.233333333334
2023-05-11,12049,7376229.75,3287,2023,5,2,3,11,19,0,11976.0,11788.0,11803.0,11531.0,12127.285714285714,12000.714285714286,11877.6
2023-05-12,12408,7687628.76,3338,2023,5,2,4,12,19,0,12049.0,12398.0,11834.0,11791.0,12164.57142857143,12018.285714285714,11894.866666666667
2023-05-13,11727,7432056.66,3226,2023,5,2,5,13,19,1,12408.0,11888.0,11647.0,12024.0,12166.0,12059.285714285714,11915.433333333332
2023-05-14,12000,7059208.03,3308,2023,5,2,6,14,19,1,11727.0,12399.0,11557.0,11665.0,12143.0,12065.0,11905.533333333333
2023-05-15,11839,7360120.51,3286,2023,5,2,0,15,20,0,12000.0,12018.0,11820.0,11980.0,12086.0,12096.642857142857,11916.7
2023-05-16,11751,7218179.46,3304,2023,5,2,1,16,20,0,11839.0,12424.0,12115.0,11795.0,12060.42857142857,12098.0,11912.0
2023-05-17,12299,7518050.86,3341,2023,5,2,2,17,20,0,11751.0,11976.0,12343.0,11891.0,11964.285714285714,12072.0,11910.533333333333
2023-05-18,11776,7309183.86,3275,2023,5,2,3,18,20,0,12299.0,12049.0,11788.0,11596.0,12010.42857142857,12068.857142857143,11924.133333333333
2023-05-19,12016,7528416.51,3258,2023,5,2,4,19,20,0,11776.0,12408.0,12398.0,12077.0,11971.42857142857,12068.0,11930.133333333333
2023-05-20,12493,7742279.59,3362,2023,5,2,5,20,20,1,12016.0,11727.0,11888.0,12459.0,11915.42857142857,12040.714285714286,11928.1
2023-05-21,12075,7468502.61,3373,2023,5,2,6,21,20,1,12493.0,12000.0,12399.0,11554.0,12024.857142857143,12083.92857142857,11929.233333333334
2023-05-22,11822,7316748.77,3297,2023,5,2,0,22,21,0,12075.0,11839.0,12018.0,11845.0,12035.57142857143,12060.785714285714,11946.6
2023-05-23,11810,7448354.26,3290,2023,5,2,1,23,21,0,11822.0,11751.0,12424.0,11704.0,12033.142857142857,12046.785714285714,11945.833333333334
2023-05-24,11862,7636545.9,3278,2023,5,2,2,24,21,0,11810.0,12299.0,11976.0,11456.0,12041.57142857143,12002.92857142857,11949.366666666667
2023-05-25,12018,7570044.07,3269,2023,5,2,3,25,21,0,11862.0,11776.0,12049.0,11302.0,11979.142857142857,11994.785714285714,11962.9
2023-05-26,12001,7667966.62,3320,2023,5,2,4,26,21,0,12018.0,12016.0,12408.0,11648.0,12013.714285714286,11992.57142857143,11986.766666666666
2023-05-27,11988,7385891.86,3283,2023,5,2,5,27,21,1,12001.0,12493.0,11727.0,11803.0,12011.57142857143,11963.5,11998.533333333333
2023-05-28,11993,7510525.39,3309,2023,5,2,6,28,21,1,11988.0,12075.0,12000.0,11834.0,11939.42857142857,11982.142857142857,12004.7
2023-05-29,11914,7270701.96,3322,2023,5,2,0,29,22,0,11993.0,11822.0,11839.0,11647.0,11927.714285714286,11981.642857142857,12010.0
2023-05-30,12003,7550198.82,3296,2023,5,2,1,30,22,0,11914.0,11810.0,11751.0,11557.0,11940.857142857143,11987.0,12018.9
2023-05-31,11991,7412870.44,3336,2023,5,2,2,31,22,0,12003.0,11862.0,12299.0,11820.0,11968.42857142857,12005.0,12033.766666666666
2023-06-01,12365,4616992.48,3379,2023,6,2,3,1,22,0,11991.0,12018.0,11776.0,12115.0,11986.857142857143,11983.0,12039.466666666667
2023-06-02,12141,4538353.77,3316,2023,6,2,4,2,22,0,12365.0,12001.0,12016.0,12343.0,12036.42857142857,12025.07142857143,12047.8
2023-06-03,12306,4579624.32,3359,2023,6,2,5,3,22,1,12141.0,11988.0,12493.0,11788.0,12056.42857142857,12034.0,12041.066666666668
2023-06-04,12282,4648699.34,3387,2023,6,2,6,4,22,1,12306.0,11993.0,12075.0,12398.0,12101.857142857143,12020.642857142857,12058.333333333334
2023-06-05,12253,4588340.06,3416,2023,6,2,0,5,23,0,12282.0,11914.0,11822.0,11888.0,12143.142857142857,12035.42857142857,12054.466666666667
2023-06-06,12001,4434313.93,3353,2023,6,2,1,6,23,0,12253.0,12003.0,11810.0,12399.0,12191.57142857143,12066.214285714286,12066.633333333333
2023-06-07,12798,5145291.78,3412,2023,6,2,2,7,23,0,12001.0,11991.0,11862.0,12018.0,12191.285714285714,12079.857142857143,12053.366666666667
2023-06-08,12233,4908869.45,3360,2023,6,2,3,8,23,0,12798.0,12365.0,12018.0,12424.0,12306.57142857143,12146.714285714286,12079.366666666667
2023-06-09,12040,4895001.44,3298,2023,6,2,4,9,23,0,12233.0,12141.0,12001.0,11976.0,12287.714285714286,12162.07142857143,12073.0
2023-06-10,12362,5016572.65,3418,2023,6,2,5,10,23,1,12040.0,12306.0,11988.0,12049.0,12273.285714285714,12164.857142857143,12075.133333333333
2023-06-11,12289,5974277.34,3345,2023,6,2,6,11,23,1,12362.0,12282.0,11993.0,12408.0,12281.285714285714,12191.57142857143,12085.566666666668
2023-06-12,12148,7373247.7,3396,2023,6,2,0,12,24,0,12289.0,12253.0,11914.0,11727.0,12282.285714285714,12212.714285714286,12081.6
2023-06-13,13078,7949192.8,3535,2023,6,2,1,13,24,0,12148.0,12001.0,12003.0,12000.0,12267.285714285714,12229.42857142857,12095.633333333333
2023-06-14,12682,7698657.57,3512,2023,6,2,2,14,24,0,13078.0,12798.0,11991.0,11839.0,12421.142857142857,12306.214285714286,12131.566666666668
2023-06-15,12229,7295370.23,3409,2023,6,2,3,15,24,0,12682.0,12233.0,12365.0,11751.0,12404.57142857143,12355.57142857143,12159.666666666666
2023-06-16,12505,7494137.4,3446,2023,6,2,4,16,24,0,12229.0,12040.0,12141.0,12299.0,12404.0,12345.857142857143,12175.6
2023-06-17,12276,7298771.82,3386,2023,6,2,5,17,24,1,12505.0,12362.0,12306.0,11776.0,12470.42857142857,12371.857142857143,12182.466666666667
2023-06-18,12256,7393905.66,3429,2023,6,2,6,18,24,1,12276.0,12289.0,12282.0,12016.0,12458.142857142857,12369.714285714286,12199.133333333333
2023-06-19,11930,7072823.16,3305,2023,6,2,0,19,25,0,12256.0,12148.0,12253.0,12493.0,12453.42857142857,12367.857142857143,12207.133333333333
2023-06-20,12370,7459307.48,3471,2023,6,2,1,20,25,0,11930.0,13078.0,12001.0,12075.0,12422.285714285714,12344.785714285714,12188.366666666667
2023-06-21,12458,7693264.1,3407,2023,6,2,2,21,25,0,12370.0,12682.0,12798.0,11822.0,12321.142857142857,12371.142857142857,12198.2
2023-06-22,12078,7481689.0,3380,2023,6,2,3,22,25,0,12458.0,12229.0,12233.0,11810.0,12289.142857142857,12346.857142857143,12219.4
2023-06-23,12498,7847247.85,3442,2023,6,2,4,23,25,0,12078.0,12505.0,12040.0,11862.0,12267.57142857143,12335.785714285714,12228.333333333334
2023-06-24,12783,7900829.28,3516,2023,6,2,5,24,25,1,12498.0,12276.0,12362.0,12018.0,12266.57142857143,12368.5,12249.533333333333
2023-06-25,12594,7724176.12,3529,2023,6,2,6,25,25,1,12783.0,12256.0,12289.0,12001.0,12339.0,12398.57142857143,12275.033333333333
2023-06-26,12530,7749882.05,3478,2023,6,2,0,26,26,0,12594.0,11930.0,12148.0,11988.0,12387.285714285714,12420.357142857143,12294.8
2023-06-27,12881,7983678.22,3495,2023,6,2,1,27,26,0,12530.0,12370.0,13078.0,11993.0,12473.0,12447.642857142857,12312.866666666667
2023-06-28,12319,7780463.69,3467,2023,6,2,2,28,26,0,12881.0,12458.0,12682.0,11914.0,12546.0,12433.57142857143,12342.466666666667
2023-06-29,12211,7559665.09,3440,2023,6,2,3,29,26,0,12319.0,12078.0,12229.0,12003.0,12526.142857142857,12407.642857142857,12355.966666666667
2023-06-30,12326,7442948.79,3434,2023,6,2,4,30,26,0,12211.0,12498.0,12505.0,11991.0,12545.142857142857,12406.357142857143,12362.9
2023-07-01,11418,7058357.16,3152,2023,7,3,5,1,26,1,12326.0,12783.0,12276.0,12365.0,12520.57142857143,12393.57142857143,12374.066666666668
2023-07-02,11186,6833438.63,3124,2023,7,3,6,2,26,1,11418.0,12594.0,12256.0,12141.0,12325.57142857143,12332.285714285714,12342.5
2023-07-03,11393,7081572.44,3174,2023,7,3,0,3,27,0,11186.0,12530.0,11930.0,12306.0,12124.42857142857,12255.857142857143,12310.666666666666
2023-07-04,11233,6940967.38,3178,2023,7,3,1,4,27,0,11393.0,12881.0,12370.0,12282.0,11962.0,12217.5,12280.233333333334
2023-07-05,11090,6766136.77,3170,2023,7,3,2,5,27,0,11233.0,12319.0,12458.0,12253.0,11726.57142857143,12136.285714285714,12245.266666666666
2023-07-06,11314,7024525.72,3119,2023,7,3,3,6,27,0,11090.0,12211.0,12078.0,12001.0,11551.0,12038.57142857143,12206.5
2023-07-07,10847,6796329.22,3018,2023,7,3,4,7,27,0,11314.0,12326.0,12498.0,12798.0,11422.857142857143,11984.0,12183.6
2023-07-08,11240,6935755.18,3125,2023,7,3,5,8,27,1,10847.0,11418.0,12783.0,12233.0,11211.57142857143,11866.07142857143,12118.566666666668
2023-07-09,11440,7244462.4,3150,2023,7,3,6,9,27,1,11240.0,11186.0,12594.0,12040.0,11186.142857142857,11755.857142857143,12085.466666666667
2023-07-10,11553,7386722.93,3155,2023,7,3,0,10,28,0,11440.0,11393.0,12530.0,12362.0,11222.42857142857,11673.42857142857,12065.466666666667
2023-07-11,11080,6884391.07,3050,2023,7,3,1,11,28,0,11553.0,11233.0,12881.0,12289.0,11245.285714285714,11603.642857142857,12038.5
2023-07-12,11301,6950634.38,3123,2023,7,3,2,12,28,0,11080.0,11090.0,12319.0,12148.0,11223.42857142857,11475.0,11998.2
2023-07-13,11908,7205203.51,3221,2023,7,3,3,13,28,0,11301.0,11314.0,12211.0,13078.0,11253.57142857143,11402.285714285714,11969.966666666667
2023-07-14,11277,6702565.76,3121,2023,7,3,4,14,28,0,11908.0,10847.0,12326.0,12682.0,11338.42857142857,11380.642857142857,11930.966666666667
2023-07-15,11211,7063964.89,3126,2023,7,3,5,15,28,1,11277.0,11240.0,11418.0,12229.0,11399.857142857143,11305.714285714286,11884.133333333333
2023-07-16,11057,6455387.24,3057,2023,7,3,6,16,28,1,11211.0,11440.0,11186.0,12505.0,11395.714285714286,11290.92857142857,11850.2
2023-07-17,11329,6672048.77,3156,2023,7,3,0,17,29,0,11057.0,11553.0,11393.0,12276.0,11341.0,11281.714285714286,11801.933333333332
2023-07-18,11251,6945596.62,3112,2023,7,3,1,18,29,0,11329.0,11080.0,11233.0,12256.0,11309.0,11277.142857142857,11770.366666666667
2023-07-19,11367,6675006.5,3114,2023,7,3,2,19,29,0,11251.0,11301.0,11090.0,11930.0,11333.42857142857,11278.42857142857,11736.866666666667
2023-07-20,11204,6832899.31,3157,2023,7,3,3,20,29,0,11367.0,11908.0,11314.0,12370.0,11342.857142857143,11298.214285714286,11718.1
2023-07-21,10999,6301712.07,3093,2023,7,3,4,21,29,0,11204.0,11277.0,10847.0,12458.0,11242.285714285714,11290.357142857143,11679.233333333334
2023-07-22,11779,6965762.65,3165,2023,7,3,5,22,29,1,10999.0,11211.0,11240.0,12078.0,11202.57142857143,11301.214285714286,11630.6
2023-07-23,11250,3724002.01,3117,2023,7,3,6,23,29,1,11779.0,11057.0,11440.0,12498.0,11283.714285714286,11339.714285714286,11620.633333333333
