store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,risk_level,risk_score,stock_coverage_days,avg_daily_demand,final_risk_level
ST29,SKU00991,375,78,34,2025-06-16,Low Risk,20,7716.549295774647,0.0485968514715948,Low Risk
ST10,SKU00749,69,23,6,2025-06-21,Low Risk,20,3733.6666666666665,0.018480492813141684,Low Risk
ST27,SKU00127,153,34,11,2025-08-11,Low Risk,20,4656.9375,0.03285420944558522,Low Risk
ST09,SKU00524,146,36,11,2025-06-11,Low Risk,20,6665.8125,0.02190280629705681,Low Risk
ST26,SKU04894,299,93,22,2025-07-12,Low Risk,20,20801.857142857145,0.014373716632443531,Low Risk
ST17,SKU03088,0,31,7,2025-08-23,High Risk,100,0.0,1.2334017796030117,Critical
ST29,SKU04145,173,40,20,2025-08-13,Low Risk,20,3663.086956521739,0.04722792607802875,Low Risk
ST11,SKU02519,324,76,19,2025-06-06,Low Risk,20,13149.0,0.024640657084188913,Low Risk
ST23,SKU03805,222,39,15,2025-07-11,Low Risk,20,12474.692307692307,0.01779603011635866,Low Risk
ST11,SKU04505,210,45,18,2025-08-20,Low Risk,20,4870.0,0.043121149897330596,Low Risk
ST07,SKU03043,134,43,15,2025-08-16,Low Risk,20,4449.409090909091,0.030116358658453114,Low Risk
ST19,SKU04854,352,87,25,2025-07-12,Low Risk,20,27066.94736842105,0.013004791238877482,Low Risk
ST22,SKU00170,440,88,41,2025-06-08,Low Risk,20,9453.529411764706,0.04654346338124572,Low Risk
ST29,SKU01112,165,43,13,2025-06-02,Low Risk,20,3766.640625,0.04380561259411362,Low Risk
ST08,SKU02221,95,28,7,2025-06-26,Low Risk,20,3751.2162162162163,0.025325119780971937,Low Risk
ST25,SKU01407,316,72,31,2025-06-18,Low Risk,20,10992.285714285714,0.028747433264887063,Low Risk
ST09,SKU00645,194,54,21,2025-05-09,Low Risk,20,5557.529411764706,0.03490759753593429,Low Risk
ST10,SKU02267,271,50,13,2025-05-20,Low Risk,20,20838.473684210527,0.013004791238877482,Low Risk
ST10,SKU00052,258,83,35,2025-08-19,Low Risk,20,9919.421052631578,0.026009582477754964,Low Risk
ST19,SKU01592,391,66,17,2025-08-12,Low Risk,20,23802.125,0.01642710472279261,Low Risk
ST10,SKU02038,116,22,7,2025-08-09,Low Risk,20,10592.25,0.010951403148528405,Low Risk
ST08,SKU01174,284,71,35,2025-07-02,Low Risk,20,12573.454545454544,0.022587268993839837,Low Risk
ST13,SKU03504,339,62,14,2025-06-10,Low Risk,20,21533.869565217392,0.01574264202600958,Low Risk
ST11,SKU02640,0,29,13,2025-09-14,High Risk,100,0.0,0.34291581108829566,Critical
ST26,SKU03968,117,21,6,2025-08-04,Low Risk,20,4748.25,0.024640657084188913,Low Risk
ST19,SKU00774,0,28,14,2025-08-22,High Risk,100,0.0,0.35044490075290896,Critical
ST12,SKU01818,218,62,25,2025-05-29,Low Risk,20,15166.57142857143,0.014373716632443531,Low Risk
ST27,SKU00369,0,100,28,2025-08-27,High Risk,100,0.0,0.37782340862423,Critical
ST08,SKU00127,297,82,33,2025-06-20,Low Risk,20,14463.900000000001,0.02053388090349076,Low Risk
ST25,SKU03743,0,85,37,2025-09-19,High Risk,100,0.0,0.2292950034223135,Critical
ST21,SKU00066,319,75,24,2025-07-16,Low Risk,20,8473.800000000001,0.03764544832306639,Low Risk
ST26,SKU03150,490,95,21,2025-05-08,Low Risk,20,32540.454545454544,0.015058179329226557,Low Risk
ST26,SKU00935,117,23,9,2025-06-30,Low Risk,20,4748.25,0.024640657084188913,Low Risk
ST29,SKU02401,0,20,6,2025-10-12,High Risk,100,0.0,0.43394934976043803,Critical
ST29,SKU00186,196,35,16,2025-08-21,Low Risk,20,4090.8,0.04791238877481177,Low Risk
ST01,SKU04554,347,84,40,2025-08-27,Low Risk,20,14910.79411764706,0.02327173169062286,Low Risk
ST27,SKU03523,91,29,8,2025-06-17,Low Risk,20,2374.125,0.038329911019849415,Low Risk
ST18,SKU01754,107,24,7,2025-06-07,Low Risk,20,4113.868421052632,0.026009582477754964,Low Risk
ST11,SKU04747,224,53,15,2025-07-14,Low Risk,20,11284.965517241379,0.019849418206707735,Low Risk
ST16,SKU00890,235,50,18,2025-08-12,Low Risk,20,10729.21875,0.02190280629705681,Low Risk
ST11,SKU02532,0,63,25,2025-10-11,High Risk,100,0.0,0.3210130047912389,Critical
ST26,SKU04318,0,58,18,2025-08-09,High Risk,100,0.0,0.2600958247775496,Critical
ST21,SKU03220,159,44,10,2025-06-22,Low Risk,20,4301.833333333333,0.03696098562628337,Low Risk
ST07,SKU01070,388,68,24,2025-08-27,Low Risk,20,8588.90909090909,0.045174537987679675,Low Risk
ST05,SKU02983,0,73,22,2025-08-26,High Risk,100,0.0,0.33880903490759756,Critical
ST03,SKU04334,181,37,15,2025-05-27,Low Risk,20,4639.315789473684,0.039014373716632446,Low Risk
ST20,SKU03749,94,22,9,2025-07-21,Low Risk,20,1807.0263157894735,0.05201916495550993,Low Risk
ST20,SKU03520,71,20,8,2025-05-06,Low Risk,20,1080.53125,0.06570841889117043,Low Risk
ST25,SKU03864,98,29,14,2025-05-13,Low Risk,20,3329.720930232558,0.02943189596167009,Low Risk
ST30,SKU01993,0,56,11,2025-09-11,High Risk,100,0.0,0.6399726214921286,Critical
ST25,SKU01649,155,27,7,2025-08-28,Low Risk,20,18871.25,0.008213552361396304,Low Risk
ST28,SKU03115,126,25,5,2025-07-18,Low Risk,20,4281.069767441861,0.02943189596167009,Low Risk
ST29,SKU04508,0,68,34,2025-10-02,High Risk,100,0.0,1.003422313483915,Critical
ST03,SKU03058,383,86,19,2025-06-18,Low Risk,20,15543.416666666666,0.024640657084188913,Low Risk
ST06,SKU04753,115,23,6,2025-06-04,Low Risk,20,2270.472972972973,0.05065023956194387,Low Risk
ST16,SKU02997,94,22,5,2025-06-09,Low Risk,20,4735.655172413793,0.019849418206707735,Low Risk
ST09,SKU04041,0,40,12,2025-08-24,High Risk,100,0.0,0.39698836413415467,Critical
ST28,SKU02068,0,82,35,2025-08-21,High Risk,100,0.0,0.30390143737166325,Critical
ST26,SKU02224,592,99,22,2025-05-11,Low Risk,20,27028.5,0.02190280629705681,Low Risk
ST07,SKU03177,283,56,27,2025-05-20,Low Risk,20,7517.509090909091,0.03764544832306639,Low Risk
ST12,SKU04046,0,44,15,2025-09-30,High Risk,100,0.0,0.20944558521560575,Critical
ST22,SKU02519,134,23,8,2025-06-02,Low Risk,20,3375.4137931034484,0.03969883641341547,Low Risk
ST20,SKU03870,0,40,11,2025-08-15,High Risk,100,0.0,0.34360027378507874,Critical
ST08,SKU02584,264,47,11,2025-06-24,Low Risk,20,6537.35593220339,0.040383299110198494,Low Risk
ST18,SKU03043,343,64,20,2025-08-30,Low Risk,20,9636.980769230768,0.03559206023271732,Low Risk
ST13,SKU00484,0,22,4,2025-08-15,High Risk,100,0.0,0.3538672142368241,Critical
ST25,SKU01770,105,20,5,2025-06-24,Low Risk,20,4648.636363636363,0.022587268993839837,Low Risk
ST23,SKU00906,144,26,12,2025-08-18,Low Risk,20,6574.5,0.02190280629705681,Low Risk
ST21,SKU04280,0,31,12,2025-10-01,High Risk,100,0.0,0.40930869267624914,Critical
ST21,SKU00079,0,60,28,2025-09-29,High Risk,100,0.0,2.1197809719370295,Critical
ST28,SKU01021,0,85,29,2025-09-24,High Risk,100,0.0,0.2751540041067762,Critical
ST05,SKU02057,231,49,12,2025-08-19,Low Risk,20,10546.59375,0.02190280629705681,Low Risk
ST03,SKU03179,183,38,18,2025-06-06,Low Risk,20,4531.576271186441,0.040383299110198494,Low Risk
ST25,SKU02938,462,94,46,2025-06-14,Low Risk,20,26999.280000000002,0.017111567419575632,Low Risk
ST11,SKU00788,124,32,12,2025-06-30,Low Risk,20,6709.777777777778,0.018480492813141684,Low Risk
ST14,SKU02520,219,64,25,2025-06-08,Low Risk,20,4775.507462686567,0.0458590006844627,Low Risk
ST22,SKU02640,0,26,13,2025-08-15,High Risk,100,0.0,0.5352498288843258,Critical
ST22,SKU04626,0,71,32,2025-08-05,High Risk,100,0.0,0.4161533196440794,Critical
ST29,SKU03582,217,56,18,2025-07-26,Low Risk,20,5871.055555555556,0.03696098562628337,Low Risk
ST01,SKU03749,365,77,29,2025-06-06,Low Risk,20,17202.09677419355,0.021218343600273786,Low Risk
ST21,SKU04401,374,92,19,2025-08-25,Low Risk,20,13009.857142857143,0.028747433264887063,Low Risk
ST09,SKU03115,456,94,26,2025-05-23,Low Risk,20,18506.0,0.024640657084188913,Low Risk
ST26,SKU03284,143,41,10,2025-06-18,Low Risk,20,6528.84375,0.02190280629705681,Low Risk
ST12,SKU03349,84,20,6,2025-06-08,Low Risk,20,3229.578947368421,0.026009582477754964,Low Risk
ST19,SKU04062,314,63,24,2025-06-01,Low Risk,20,25486.333333333332,0.012320328542094456,Low Risk
ST15,SKU00385,157,36,11,2025-06-28,Low Risk,20,8495.444444444445,0.018480492813141684,Low Risk
ST20,SKU00500,0,81,28,2025-08-18,High Risk,100,0.0,0.8323066392881588,Critical
ST06,SKU02780,396,86,37,2025-08-27,Low Risk,20,8265.085714285715,0.04791238877481177,Low Risk
ST21,SKU03583,85,28,11,2025-05-23,Low Risk,20,2956.785714285714,0.028747433264887063,Low Risk
ST14,SKU04627,0,20,6,2025-10-06,High Risk,100,0.0,0.5126625598904859,Critical
ST26,SKU00251,359,71,24,2025-05-27,Low Risk,20,22804.304347826088,0.01574264202600958,Low Risk
ST02,SKU00860,94,25,5,2025-07-04,Low Risk,20,7629.666666666666,0.012320328542094456,Low Risk
ST12,SKU02302,108,25,11,2025-07-19,Low Risk,20,6860.347826086957,0.01574264202600958,Low Risk
ST29,SKU01717,375,88,37,2025-06-14,Low Risk,20,8696.42857142857,0.043121149897330596,Low Risk
ST22,SKU04747,224,40,14,2025-07-11,Low Risk,20,5034.83076923077,0.044490075290896644,Low Risk
ST22,SKU00546,261,82,27,2025-08-25,Low Risk,20,6355.35,0.04106776180698152,Low Risk
ST01,SKU03870,0,82,36,2025-09-30,High Risk,100,0.0,0.2292950034223135,Critical
ST03,SKU02253,209,60,29,2025-05-29,Low Risk,20,7101.13953488372,0.02943189596167009,Low Risk
ST18,SKU01070,191,34,8,2025-05-12,Low Risk,20,5937.255319148936,0.03216974674880219,Low Risk
ST04,SKU02892,0,22,8,2025-10-02,High Risk,100,0.0,0.7953456536618754,Critical
ST14,SKU03580,510,100,33,2025-06-17,Low Risk,20,13305.535714285716,0.038329911019849415,Low Risk
ST24,SKU02541,311,63,13,2025-06-10,Low Risk,20,9272.877551020409,0.03353867214236824,Low Risk
ST15,SKU00506,0,55,17,2025-10-12,High Risk,100,0.0,0.22108145106091717,Critical
ST27,SKU01792,324,75,34,2025-06-01,Low Risk,20,11834.1,0.02737850787132101,Low Risk
ST01,SKU00608,247,46,23,2025-06-18,Low Risk,20,14434.68,0.017111567419575632,Low Risk
ST25,SKU00965,108,22,5,2025-05-11,Low Risk,20,7513.714285714286,0.014373716632443531,Low Risk
ST06,SKU04887,322,54,13,2025-07-07,Low Risk,20,5407.379310344828,0.059548254620123205,Low Risk
ST30,SKU03295,186,53,20,2025-07-18,Low Risk,20,3354.8888888888887,0.055441478439425054,Low Risk
ST14,SKU02533,94,26,7,2025-05-16,Low Risk,20,3269.857142857143,0.028747433264887063,Low Risk
ST07,SKU03311,198,51,24,2025-06-04,Low Risk,20,4254.088235294118,0.04654346338124572,Low Risk
ST17,SKU04753,163,29,7,2025-08-07,Low Risk,20,7682.032258064516,0.021218343600273786,Low Risk
ST12,SKU04409,310,78,37,2025-08-11,Low Risk,20,30194.0,0.01026694045174538,Low Risk
ST17,SKU02538,0,50,11,2025-08-09,High Risk,100,0.0,0.5728952772073922,Critical
ST24,SKU03709,167,36,9,2025-08-07,Low Risk,20,12841.421052631578,0.013004791238877482,Low Risk
ST10,SKU03582,377,81,33,2025-05-25,Low Risk,20,21184.5,0.01779603011635866,Low Risk
ST25,SKU04348,0,44,18,2025-10-09,High Risk,100,0.0,0.188911704312115,Critical
ST08,SKU02718,65,20,10,2025-08-09,Low Risk,20,1938.061224489796,0.03353867214236824,Low Risk
ST18,SKU01191,178,44,20,2025-08-12,Low Risk,20,11820.818181818182,0.015058179329226557,Low Risk
ST06,SKU01854,105,32,15,2025-05-16,Low Risk,20,2223.2608695652175,0.04722792607802875,Low Risk
ST06,SKU03840,0,76,19,2025-08-18,High Risk,100,0.0,1.0301163586584532,Critical
ST30,SKU00262,106,29,11,2025-07-12,Low Risk,20,3777.2195121951218,0.02806297056810404,Low Risk
ST09,SKU01371,0,34,8,2025-09-16,High Risk,100,0.0,1.7091033538672142,Critical
ST21,SKU04643,210,57,16,2025-06-18,Low Risk,20,3933.4615384615386,0.053388090349075976,Low Risk
ST24,SKU02662,227,70,32,2025-07-23,Low Risk,20,20727.9375,0.010951403148528405,Low Risk
ST15,SKU02842,202,53,12,2025-08-03,Low Risk,20,12296.75,0.01642710472279261,Low Risk
ST30,SKU03416,271,90,25,2025-05-12,Low Risk,20,6946.157894736842,0.039014373716632446,Low Risk
ST10,SKU03932,329,70,35,2025-07-26,Low Risk,20,20898.652173913044,0.01574264202600958,Low Risk
ST19,SKU03257,574,98,48,2025-05-15,Low Risk,20,34942.25,0.01642710472279261,Low Risk
ST03,SKU04710,0,46,18,2025-08-07,High Risk,100,0.0,0.2867898699520876,Critical
ST13,SKU02954,0,62,15,2025-09-23,High Risk,100,0.0,0.8548939082819986,Critical
ST11,SKU04305,0,34,7,2025-08-21,High Risk,100,0.0,0.3203285420944558,Critical
ST23,SKU03376,406,100,31,2025-06-22,Low Risk,20,24715.25,0.01642710472279261,Low Risk
ST14,SKU03822,326,72,35,2025-08-08,Low Risk,20,18318.692307692305,0.01779603011635866,Low Risk
ST16,SKU02205,355,69,14,2025-08-08,Low Risk,20,19948.26923076923,0.01779603011635866,Low Risk
ST28,SKU03491,397,75,29,2025-08-19,Low Risk,20,14146.756097560976,0.02806297056810404,Low Risk
ST07,SKU02614,0,95,35,2025-10-11,High Risk,100,0.0,0.4455852156057495,Critical
ST19,SKU04654,213,67,19,2025-06-05,Low Risk,20,8891.228571428572,0.023956194387405885,Low Risk
ST05,SKU04756,0,83,30,2025-08-10,High Risk,100,0.0,0.2867898699520876,Critical
ST05,SKU02541,257,70,27,2025-08-24,Low Risk,20,10148.027027027027,0.025325119780971937,Low Risk
ST29,SKU02898,0,54,25,2025-08-10,High Risk,100,0.0,0.3648186173853525,Critical
ST08,SKU01792,250,51,14,2025-07-10,Low Risk,20,5891.129032258064,0.04243668720054757,Low Risk
ST27,SKU01805,461,79,33,2025-07-31,Low Risk,20,17724.236842105263,0.026009582477754964,Low Risk
ST16,SKU03602,160,31,12,2025-09-01,Low Risk,20,5565.714285714286,0.028747433264887063,Low Risk
ST23,SKU04315,0,36,9,2025-08-15,High Risk,100,0.0,0.22039698836413416,Critical
ST05,SKU03709,421,95,37,2025-05-24,Low Risk,20,11183.290909090909,0.03764544832306639,Low Risk
ST17,SKU02780,122,29,7,2025-08-27,Low Risk,20,4050.9545454545455,0.030116358658453114,Low Risk
ST24,SKU01507,0,27,10,2025-09-16,High Risk,100,0.0,0.3942505133470226,Critical
ST03,SKU04831,315,92,29,2025-07-19,Low Risk,20,10459.431818181818,0.030116358658453114,Low Risk
ST27,SKU00987,494,84,27,2025-08-21,Low Risk,20,19506.324324324323,0.025325119780971937,Low Risk
ST25,SKU02375,355,92,29,2025-06-26,Low Risk,20,13298.846153846154,0.026694045174537988,Low Risk
ST03,SKU00401,242,57,12,2025-07-15,Low Risk,20,5992.576271186441,0.040383299110198494,Low Risk
ST27,SKU00758,375,78,36,2025-05-09,Low Risk,20,8981.557377049181,0.04175222450376454,Low Risk
ST13,SKU00860,226,62,27,2025-06-06,Low Risk,20,14355.913043478262,0.01574264202600958,Low Risk
ST04,SKU03484,438,91,37,2025-08-12,Low Risk,20,16839.947368421053,0.026009582477754964,Low Risk
ST11,SKU02211,171,40,13,2025-08-26,Low Risk,20,4461.267857142858,0.038329911019849415,Low Risk
ST18,SKU01433,428,89,36,2025-05-07,Low Risk,20,16033.538461538461,0.026694045174537988,Low Risk
ST05,SKU02662,304,87,34,2025-06-26,Low Risk,20,9064.163265306122,0.03353867214236824,Low Risk
ST23,SKU04665,496,93,34,2025-07-15,Low Risk,20,19585.297297297297,0.025325119780971937,Low Risk
ST28,SKU02794,434,86,27,2025-07-04,Low Risk,20,15465.21951219512,0.02806297056810404,Low Risk
ST11,SKU03150,137,32,8,2025-07-14,Low Risk,20,4447.933333333333,0.030800821355236138,Low Risk
ST12,SKU00342,261,75,31,2025-05-28,Low Risk,20,10894.885714285714,0.023956194387405885,Low Risk
ST03,SKU02737,0,81,32,2025-09-02,High Risk,100,0.0,0.36413415468856947,Critical
ST25,SKU02267,233,44,22,2025-06-22,Low Risk,20,14183.875,0.01642710472279261,Low Risk
ST06,SKU00002,0,60,25,2025-08-07,High Risk,100,0.0,1.2286105407255306,Critical
ST25,SKU00052,180,45,20,2025-07-19,Low Risk,20,7734.705882352941,0.02327173169062286,Low Risk
ST04,SKU03376,193,34,15,2025-07-06,Low Risk,20,5528.882352941177,0.03490759753593429,Low Risk
ST26,SKU01674,322,76,23,2025-07-04,Low Risk,20,15681.400000000001,0.02053388090349076,Low Risk
ST19,SKU02681,426,81,38,2025-07-06,Low Risk,20,24895.440000000002,0.017111567419575632,Low Risk
ST19,SKU00466,87,21,4,2025-06-06,Low Risk,20,3100.170731707317,0.02806297056810404,Low Risk
ST17,SKU01854,198,48,10,2025-08-21,Low Risk,20,4742.262295081968,0.04175222450376454,Low Risk
ST17,SKU03840,0,100,40,2025-10-01,High Risk,100,0.0,0.7508555783709788,Critical
ST10,SKU02898,0,24,9,2025-09-05,High Risk,100,0.0,0.20876112251882273,Critical
ST03,SKU03905,71,23,11,2025-07-04,Low Risk,20,2593.275,0.02737850787132101,Low Risk
ST19,SKU00237,253,55,11,2025-08-27,Low Risk,20,12321.1,0.02053388090349076,Low Risk
ST20,SKU03320,239,58,13,2025-07-10,Low Risk,20,5211.626865671642,0.0458590006844627,Low Risk
ST28,SKU02915,271,47,21,2025-06-19,Low Risk,20,6710.6949152542375,0.040383299110198494,Low Risk
ST28,SKU04901,393,87,43,2025-08-06,Low Risk,20,13049.386363636364,0.030116358658453114,Low Risk
ST26,SKU02842,231,47,19,2025-08-28,Low Risk,20,14062.125,0.01642710472279261,Low Risk
ST15,SKU04144,345,67,19,2025-08-14,Low Risk,20,19386.346153846152,0.01779603011635866,Low Risk
ST08,SKU00987,87,27,9,2025-05-13,Low Risk,20,2763.1956521739135,0.03148528405201916,Low Risk
ST08,SKU00758,197,56,24,2025-07-10,Low Risk,20,8721.727272727272,0.022587268993839837,Low Risk
ST11,SKU02224,171,29,6,2025-06-17,Low Risk,20,5948.357142857143,0.028747433264887063,Low Risk
ST14,SKU01970,151,49,22,2025-08-27,Low Risk,20,5130.488372093023,0.02943189596167009,Low Risk
ST29,SKU01046,204,46,12,2025-07-31,Low Risk,20,4139.5,0.049281314168377825,Low Risk
ST20,SKU03441,220,37,15,2025-08-25,Low Risk,20,6696.25,0.03285420944558522,Low Risk
ST01,SKU03199,0,70,35,2025-10-01,High Risk,100,0.0,0.20876112251882273,Critical
ST06,SKU03277,283,82,23,2025-07-31,Low Risk,20,5512.84,0.0513347022587269,Low Risk
ST04,SKU04665,361,71,17,2025-06-26,Low Risk,20,15512.382352941177,0.02327173169062286,Low Risk
ST28,SKU00821,355,76,18,2025-08-07,Low Risk,20,13648.815789473683,0.026009582477754964,Low Risk
ST28,SKU00592,308,78,20,2025-08-22,Low Risk,20,11841.78947368421,0.026009582477754964,Low Risk
ST08,SKU03323,0,87,21,2025-09-14,High Risk,100,0.0,0.4113620807665982,Critical
ST17,SKU00699,129,31,14,2025-06-07,Low Risk,20,6980.333333333333,0.018480492813141684,Low Risk
ST30,SKU00638,460,82,26,2025-06-15,Low Risk,20,11017.377049180328,0.04175222450376454,Low Risk
ST07,SKU00654,183,31,8,2025-06-12,Low Risk,20,3931.8088235294117,0.04654346338124572,Low Risk
ST29,SKU01167,154,30,8,2025-08-30,Low Risk,20,3688.426229508197,0.04175222450376454,Low Risk
ST22,SKU02211,235,73,31,2025-05-30,Low Risk,20,6478.018867924528,0.03627652292950034,Low Risk
ST03,SKU04147,91,21,5,2025-06-03,Low Risk,20,2462.0555555555557,0.03696098562628337,Low Risk
ST20,SKU03562,113,37,10,2025-05-22,Low Risk,20,2798.186440677966,0.040383299110198494,Low Risk
ST01,SKU03320,133,35,15,2025-07-23,Low Risk,20,8448.391304347826,0.01574264202600958,Low Risk
ST28,SKU00942,0,98,34,2025-08-11,High Risk,100,0.0,1.7522245037645447,Critical
ST23,SKU02584,124,21,10,2025-05-08,Low Risk,20,5661.375,0.02190280629705681,Low Risk
ST09,SKU04901,285,64,22,2025-06-23,Low Risk,20,8859.255319148935,0.03216974674880219,Low Risk
ST23,SKU00369,0,91,32,2025-10-03,High Risk,100,0.0,0.28473648186173856,Critical
ST02,SKU03693,0,95,24,2025-08-09,High Risk,100,0.0,0.1300479123887748,Critical
ST07,SKU01822,248,48,24,2025-06-19,Low Risk,20,5751.238095238095,0.043121149897330596,Low Risk
ST22,SKU01164,0,29,10,2025-10-01,High Risk,100,0.0,0.6071184120465435,Critical
ST08,SKU01229,324,96,25,2025-08-23,Low Risk,20,10290.521739130436,0.03148528405201916,Low Risk
ST15,SKU04157,0,41,16,2025-09-04,High Risk,100,0.0,0.4264202600958248,Critical
ST03,SKU02871,109,30,12,2025-05-26,Low Risk,20,3703.4651162790697,0.02943189596167009,Low Risk
ST06,SKU02351,130,39,12,2025-06-08,Low Risk,20,2922.0,0.044490075290896644,Low Risk
ST23,SKU01766,251,73,18,2025-07-12,Low Risk,20,11459.71875,0.02190280629705681,Low Risk
ST11,SKU00251,235,45,12,2025-07-09,Low Risk,20,8374.024390243902,0.02806297056810404,Low Risk
ST17,SKU02217,95,26,7,2025-05-14,Low Risk,20,3227.7906976744184,0.02943189596167009,Low Risk
ST10,SKU01046,325,82,17,2025-07-07,Low Risk,20,19784.375,0.01642710472279261,Low Risk
ST20,SKU03454,371,76,32,2025-08-24,Low Risk,20,7528.208333333333,0.049281314168377825,Low Risk
ST09,SKU03036,241,52,11,2025-07-31,Low Risk,20,5588.9047619047615,0.043121149897330596,Low Risk
ST11,SKU03634,85,21,8,2025-07-03,Low Risk,20,2435.0,0.03490759753593429,Low Risk
ST24,SKU02112,319,71,16,2025-06-11,Low Risk,20,17261.444444444445,0.018480492813141684,Low Risk
ST29,SKU04442,78,26,6,2025-07-11,Low Risk,20,1808.857142857143,0.043121149897330596,Low Risk
ST27,SKU03578,0,30,6,2025-09-21,High Risk,100,0.0,0.3976728268309377,Critical
ST20,SKU00421,237,41,8,2025-07-17,Low Risk,20,4743.246575342466,0.04996577686516085,Low Risk
ST27,SKU03349,125,27,13,2025-08-16,Low Risk,20,3727.0408163265306,0.03353867214236824,Low Risk
ST06,SKU02472,257,65,15,2025-08-13,Low Risk,20,7084.471698113207,0.03627652292950034,Low Risk
ST18,SKU01580,425,96,37,2025-07-16,Low Risk,20,10348.75,0.04106776180698152,Low Risk
ST28,SKU04217,215,61,18,2025-05-22,Low Risk,20,7661.341463414634,0.02806297056810404,Low Risk
ST04,SKU01645,288,49,21,2025-07-06,Low Risk,20,7513.714285714286,0.038329911019849415,Low Risk
ST14,SKU04319,402,71,16,2025-07-13,Low Risk,20,13658.651162790697,0.02943189596167009,Low Risk
ST26,SKU04144,178,49,10,2025-08-29,Low Risk,20,6191.857142857143,0.028747433264887063,Low Risk
ST05,SKU00823,0,85,39,2025-08-22,High Risk,100,0.0,0.3025325119780972,Critical
ST10,SKU01167,119,22,9,2025-05-10,Low Risk,20,7244.125,0.01642710472279261,Low Risk
ST01,SKU03562,81,26,10,2025-05-20,Low Risk,20,2320.4117647058824,0.03490759753593429,Low Risk
ST27,SKU02531,0,51,25,2025-09-29,High Risk,100,0.0,0.43737166324435317,Critical
ST08,SKU04504,275,63,28,2025-06-25,Low Risk,20,10044.375,0.02737850787132101,Low Risk
ST21,SKU04443,192,59,16,2025-08-21,Low Risk,20,8766.0,0.02190280629705681,Low Risk
ST07,SKU02064,129,41,19,2025-06-19,Low Risk,20,5093.756756756757,0.025325119780971937,Low Risk
ST17,SKU03277,448,82,33,2025-07-12,Low Risk,20,11900.509090909092,0.03764544832306639,Low Risk
ST08,SKU03457,289,60,28,2025-05-20,Low Risk,20,10298.268292682926,0.02806297056810404,Low Risk
ST04,SKU01766,535,99,45,2025-06-30,Low Risk,20,16284.0625,0.03285420944558522,Low Risk
ST16,SKU00837,146,26,7,2025-05-12,Low Risk,20,5202.585365853658,0.02806297056810404,Low Risk
ST19,SKU03057,0,77,34,2025-09-25,High Risk,100,0.0,0.23134839151266257,Critical
ST03,SKU04281,226,54,19,2025-06-19,Low Risk,20,6474.235294117648,0.03490759753593429,Low Risk
ST01,SKU03454,184,40,10,2025-05-18,Low Risk,20,6720.6,0.02737850787132101,Low Risk
ST13,SKU00539,0,48,21,2025-09-04,High Risk,100,0.0,0.29842573579739906,Critical
ST11,SKU03876,0,75,26,2025-08-24,High Risk,100,0.0,0.33744010951403147,Critical
ST18,SKU00654,359,94,33,2025-08-14,Low Risk,20,14175.648648648648,0.025325119780971937,Low Risk
ST06,SKU01317,0,84,34,2025-08-07,High Risk,100,0.0,0.6392881587953456,Critical
ST09,SKU01063,116,27,5,2025-07-21,Low Risk,20,2973.2631578947367,0.039014373716632446,Low Risk
ST23,SKU00732,290,53,26,2025-08-09,Low Risk,20,15131.785714285716,0.019164955509924708,Low Risk
ST12,SKU01068,161,28,8,2025-06-22,Low Risk,20,11761.050000000001,0.013689253935660506,Low Risk
ST05,SKU02112,168,45,18,2025-08-22,Low Risk,20,4545.333333333333,0.03696098562628337,Low Risk
ST10,SKU04442,255,56,13,2025-08-24,Low Risk,20,10348.75,0.024640657084188913,Low Risk
ST08,SKU03578,0,53,24,2025-09-23,High Risk,100,0.0,0.3333333333333333,Critical
ST27,SKU01605,564,97,23,2025-09-01,Low Risk,20,23542.97142857143,0.023956194387405885,Low Risk
ST01,SKU00421,324,98,22,2025-07-30,Low Risk,20,18934.56,0.017111567419575632,Low Risk
ST15,SKU00090,467,83,35,2025-07-14,Low Risk,20,17954.921052631576,0.026009582477754964,Low Risk
ST18,SKU01822,112,22,5,2025-06-30,Low Risk,20,6818.0,0.01642710472279261,Low Risk
ST16,SKU03173,179,46,14,2025-05-13,Low Risk,20,18679.928571428572,0.009582477754962354,Low Risk
ST10,SKU03624,112,26,6,2025-07-20,Low Risk,20,5642.482758620689,0.019849418206707735,Low Risk
ST12,SKU04222,371,77,20,2025-07-14,Low Risk,20,31884.176470588234,0.01163586584531143,Low Risk
ST17,SKU02351,193,41,12,2025-07-18,Low Risk,20,6877.390243902439,0.02806297056810404,Low Risk
ST25,SKU03932,85,26,7,2025-05-06,Low Risk,20,4599.444444444444,0.018480492813141684,Low Risk
ST30,SKU00075,284,55,27,2025-08-31,Low Risk,20,5319.538461538462,0.053388090349075976,Low Risk
ST19,SKU04346,0,99,35,2025-08-31,High Risk,100,0.0,0.21149897330595482,Critical
ST07,SKU04292,204,39,12,2025-05-11,Low Risk,20,3973.92,0.0513347022587269,Low Risk
ST12,SKU01189,0,34,15,2025-08-09,High Risk,100,0.0,0.5516769336071184,Critical
ST22,SKU03863,335,75,19,2025-06-25,Low Risk,20,6274.807692307692,0.053388090349075976,Low Risk
ST22,SKU03634,99,33,13,2025-06-24,Low Risk,20,2729.0377358490564,0.03627652292950034,Low Risk
